step,robot_1_vx,robot_1_vy,robot_0_vx,robot_0_vy
0,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
1,0.0,0.9999900000000395,-0.707109999999993,-0.707090000000008
2,0.0,0.9999799999999937,-0.7071100000000285,-0.7070999999999827
3,0.0,0.9999899999999684,-0.7071199999999678,-0.707090000000008
4,0.0,0.9999799999999937,-0.7071100000000285,-0.707090000000008
5,0.0,0.9999900000000395,-0.707109999999993,-0.707090000000008
6,0.0,0.9999799999999937,-0.707109999999993,-0.7070999999999827
7,0.0,0.9999899999999684,-0.707109999999993,-0.707090000000008
8,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
9,0.0,0.9999900000000395,-0.7071100000000285,-0.707090000000008
10,0.0,0.9999799999999937,-0.707109999999993,-0.7070999999999827
11,0.0,0.9999899999999684,-0.7071200000000033,-0.707090000000008
12,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
13,0.0,0.9999900000000395,-0.707109999999993,-0.7070899999999369
14,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
15,0.0,0.9999899999999684,-0.7071100000000285,-0.7071000000000538
16,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
17,0.0,0.9999900000000395,-0.707109999999993,-0.7070899999999369
18,0.0,0.9999799999999937,-0.7071200000000033,-0.707090000000008
19,0.0,0.9999799999999937,-0.707109999999993,-0.7071000000000538
20,0.0,0.9999899999999684,-0.707109999999993,-0.7070899999999369
21,0.0,0.9999800000000647,-0.707109999999993,-0.707090000000008
22,0.0,0.9999899999999684,-0.7071100000000285,-0.707090000000008
23,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
24,0.0,0.9999899999999684,-0.707109999999993,-0.7070999999999827
25,0.0,0.9999800000000647,-0.7071200000000033,-0.707090000000008
26,0.0,0.9999899999999684,-0.707109999999993,-0.707090000000008
27,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
28,0.0,0.9999900000000395,-0.7071100000000285,-0.7070999999999827
29,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
30,0.0,0.9999899999999684,-0.707109999999993,-0.707090000000008
31,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
32,0.0,0.9999900000000395,-0.707109999999993,-0.7070999999999827
33,0.0,0.9999799999999937,-0.7071200000000033,-0.707090000000008
34,0.0,0.9999899999999684,-0.707109999999993,-0.707090000000008
35,0.0,0.9999799999999937,-0.7071100000000285,-0.707090000000008
36,0.0,0.9999900000000395,-0.707109999999993,-0.707090000000008
37,0.0,0.9999799999999937,-0.707109999999993,-0.7070999999999827
38,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
39,0.0,0.9999899999999684,-0.707109999999993,-0.707090000000008
40,0.0,0.9999799999999937,-0.7071200000000033,-0.707090000000008
41,0.0,0.9999900000000395,-0.7071100000000285,-0.7070999999999827
42,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
43,0.0,0.9999899999999684,-0.707109999999993,-0.707090000000008
44,0.0,0.9999799999999937,-0.707109999999993,-0.7070899999999369
45,0.0,0.9999900000000395,-0.707109999999993,-0.7071000000000538
46,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
47,0.0,0.9999899999999684,-0.7071200000000033,-0.707090000000008
48,0.0,0.9999800000000647,-0.7071100000000285,-0.7070899999999369
49,0.0,0.9999899999999684,-0.707109999999993,-0.707090000000008
50,0.0,0.9999799999999937,-0.707109999999993,-0.7071000000000538
51,0.0,0.9999900000000395,-0.707109999999993,-0.707129999999978
52,0.0,0.9999799999999937,-0.707109999999993,-0.707129999999978
53,0.0,0.9999899999999684,-0.7071100000000285,-0.707090000000008
54,0.0,0.9999799999999937,-0.707109999999993,-0.707129999999978
55,0.0,0.9999900000000395,-0.7071200000000033,-0.7071300000000491
56,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
57,0.0,0.9999799999999937,-0.707109999999993,-0.707129999999978
58,0.0,0.9999899999999684,-0.707109999999993,-0.707129999999978
59,0.0,0.9999799999999937,-0.707109999999993,-0.707129999999978
60,0.0,0.9999900000000395,-0.7071100000000285,-0.7071300000000491
61,0.0,0.9999799999999937,-0.707109999999993,-0.7070999999999827
62,0.0,0.9999899999999684,-0.7071200000000033,-0.707129999999978
63,0.0,0.9999799999999937,-0.707109999999993,-0.7071300000000491
64,0.0,0.9999900000000395,-0.707109999999993,-0.707090000000008
65,0.0,0.9999799999999937,-0.707109999999993,-0.707129999999978
66,0.0,0.9999899999999684,-0.7071100000000285,-0.707129999999978
67,0.0,0.9999799999999937,-0.707109999999993,-0.707129999999978
68,0.0,0.9999900000000395,-0.707109999999993,-0.7071300000000491
69,0.0,0.9999799999999937,-0.7071200000000033,-0.707090000000008
70,0.0,0.9999899999999684,-0.707109999999993,-0.707129999999978
71,0.0,0.9999800000000647,-0.707109999999993,-0.707129999999978
72,0.0,0.9999899999999684,-0.707109999999993,-0.7071000000000538
73,0.0,0.9999799999999937,-0.7071100000000285,-0.707129999999978
74,0.0,0.9999899999999684,-0.707109999999993,-0.707129999999978
75,0.0,0.9999800000000647,-0.707109999999993,-0.707090000000008
76,0.0,0.9999899999999684,-0.707109999999993,-0.707129999999978
77,0.0,0.9999799999999937,-0.7071200000000033,-0.7071300000000491
78,0.0,0.9999799999999937,-0.707109999999993,-0.707129999999978
79,0.0,0.9999900000000395,-0.7071100000000285,-0.707129999999978
80,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
81,0.0,0.9999899999999684,-0.707109999999993,-0.707129999999978
82,0.0,0.9999799999999937,-0.707109999999993,-0.7071400000000239
83,0.0,0.9999900000000395,-0.707109999999993,-0.707090000000008
84,0.0,0.9999799999999937,-0.7071200000000033,-0.707129999999978
85,0.0,0.9999899999999684,-0.707109999999993,-0.7071300000000491
86,0.0,0.9999799999999937,-0.7071100000000285,-0.707129999999978
87,0.0,0.9999900000000395,-0.707109999999993,-0.707129999999978
88,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
89,0.0,0.9999899999999684,-0.707109999999993,-0.707129999999978
90,0.0,0.9999799999999937,-0.707109999999993,-0.7071300000000491
91,0.0,0.9999900000000395,-0.7071100000000285,-0.707090000000008
92,0.0,0.9999799999999937,-0.7071200000000033,-0.7071399999999528
93,0.0,0.9999899999999684,-0.707109999999993,-0.7071300000000491
94,0.0,0.9999799999999937,-0.707109999999993,-0.707129999999978
95,0.0,0.9999900000000395,-0.707109999999993,-0.707090000000008
96,0.0,0.9999799999999937,-0.707109999999993,-0.707129999999978
97,0.0,0.9999799999999937,-0.707109999999993,-0.707129999999978
98,0.0,0.9999900000000395,-0.7071000000000183,-0.7071300000000491
99,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
100,0.0,0.9999899999999684,-0.7071000000000005,-0.707129999999978
101,0.0,0.9999799999999937,-0.7071000000000005,-0.707090000000008
102,0.0,0.9999900000000395,-0.7071000000000005,-0.707129999999978
103,0.0,0.9999799999999937,-0.7071000000000005,-0.7070999999999827
104,0.0,0.9999899999999684,-0.7071100000000108,-0.7071300000000491
105,0.0,0.9999799999999937,-0.7071000000000005,-0.707090000000008
106,0.0,0.9999900000000395,-0.7071000000000005,-0.707129999999978
107,0.0,0.9999799999999937,-0.7071000000000005,-0.707090000000008
108,0.0,0.9999899999999684,-0.7071000000000005,-0.707129999999978
109,0.0,0.9999799999999937,-0.707109999999993,-0.7070999999999827
110,0.0,0.9999900000000395,-0.7071000000000005,-0.7071300000000491
111,0.0,0.9999799999999937,-0.7071000000000005,-0.7070899999999369
112,0.0,0.9999899999999684,-0.7071000000000005,-0.707090000000008
113,0.0,0.9999799999999937,-0.7071000000000005,-0.7071300000000491
114,0.0,0.9999900000000395,-0.7071000000000005,-0.707129999999978
115,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
116,0.0,0.9999799999999937,-0.7071000000000005,-0.7070999999999827
117,0.0,0.9999899999999684,-0.7071000000000005,-0.707129999999978
118,0.0,0.9999800000000647,-0.7071000000000005,-0.7071300000000491
119,0.0,0.9999899999999684,-0.7071000000000005,-0.707090000000008
120,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
121,0.0,0.9999900000000395,-0.7071000000000005,-0.707129999999978
122,0.0,0.9999799999999937,-0.7071000000000005,-0.707090000000008
123,0.0,0.9999899999999684,-0.7071000000000005,-0.707129999999978
124,0.0,0.9999799999999937,-0.7071000000000005,-0.7070999999999827
125,0.0,0.9999900000000395,-0.7071000000000005,-0.7071300000000491
126,0.0,0.9999799999999937,-0.7071100000000108,-0.7070899999999369
127,0.0,0.9999899999999684,-0.7071000000000005,-0.7071300000000491
128,0.0,0.9999799999999937,-0.7071000000000005,-0.707090000000008
129,0.0,0.9999900000000395,-0.7071000000000005,-0.707129999999978
130,0.0,0.9999799999999937,-0.7071000000000005,-0.707090000000008
131,0.0,0.9999899999999684,-0.707109999999993,-0.7071400000000239
132,0.0,0.9999799999999937,-0.7071000000000005,-0.7070899999999369
133,0.0,0.9999900000000395,-0.7071000000000005,-0.7071300000000491
134,0.0,0.9999799999999937,-0.7071000000000005,-0.707090000000008
135,0.0,0.9999799999999937,-0.7071000000000005,-0.707129999999978
136,0.0,0.9999899999999684,-0.7071000000000005,-0.707090000000008
137,0.0,0.9999799999999937,-0.707109999999993,-0.707129999999978
138,0.0,0.9999900000000395,-0.7071000000000005,-0.7070999999999827
139,0.0,0.9999799999999937,-0.7071000000000005,-0.7071300000000491
140,0.0,0.9999899999999684,-0.7071000000000005,-0.707090000000008
141,0.0,0.9999799999999937,-0.7071000000000005,-0.707129999999978
142,0.0,0.9999900000000395,-0.707109999999993,-0.707090000000008
143,0.0,0.9999799999999937,-0.7071000000000005,-0.707129999999978
144,0.0,0.9999899999999684,-0.7071000000000005,-0.707090000000008
145,0.0,0.9999800000000647,-0.7071000000000005,-0.707129999999978
146,0.0,0.9999899999999684,-0.7071000000000005,-0.7071000000000538
147,0.0,0.9999799999999937,-0.7071000000000005,-0.707129999999978
148,0.0,0.9999900000000395,-0.7071100000000108,-0.707090000000008
149,0.0,0.9999799999999937,-0.7071000000000005,-0.707129999999978
150,0.0,0.9999899999999684,-0.7071000000000005,-0.707090000000008
151,0.0,0.9999799999999937,-0.7071000000000005,-0.707129999999978
152,0.0,0.9999900000000395,-0.7071000000000005,-0.707090000000008
153,0.0,0.9999799999999937,-0.707109999999993,-0.7071400000000239
154,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
155,0.0,0.9999899999999684,0.0,0.0
156,0.0,0.9999799999999937,0.0,0.0
157,0.0,0.9999900000000395,0.0,0.0
158,0.0,0.9999799999999937,0.0,0.0
159,0.0,0.9999899999999684,0.0,0.0
160,0.0,0.9999799999999937,0.0,0.0
161,0.0,0.9999900000000395,0.0,0.0
162,0.0,0.9999799999999937,0.0,0.0
163,0.0,0.9999899999999684,0.0,0.0
164,0.0,0.9999799999999937,0.0,0.0
165,0.0,0.9999900000000395,0.0,0.0
166,0.0,0.9999799999999937,0.0,0.0
167,0.0,0.9999899999999684,0.0,0.0
168,0.0,0.9999800000000647,0.0,0.0
169,0.0,0.9999899999999684,0.0,0.0
170,0.0,0.9999799999999937,0.0,0.0
171,0.0,0.9999900000000395,0.0,0.0
172,0.0,0.9999799999999937,0.0,0.0
173,0.0,0.9999799999999937,0.0,0.0
174,0.0,0.9999899999999684,0.0,0.0
175,0.0,0.9999799999999937,0.0,0.0
176,0.0,0.9999900000000395,0.0,0.0
177,0.0,0.9999799999999937,0.0,0.0
178,0.0,0.9999899999999684,0.0,0.0
179,0.0,0.9999799999999937,0.0,0.0
180,0.0,0.9999900000000395,0.0,0.0
181,0.0,0.9999799999999937,0.0,0.0
182,0.0,0.9999899999999684,0.0,0.0
183,0.0,0.9999799999999937,0.0,0.0
184,0.0,0.9999900000000395,0.0,0.0
185,0.0,0.9999799999999937,0.0,0.0
186,0.0,0.9999899999999684,0.0,0.0
187,0.0,0.9999799999999937,0.0,0.0
188,0.0,0.9999900000000395,0.0,0.0
189,0.0,0.9999799999999937,0.0,0.0
190,0.0,0.9999899999999684,0.0,0.0
191,0.0,0.9999799999999937,0.0,0.0
192,0.0,0.9999900000000395,0.0,0.0
193,0.0,0.9999799999999937,0.0,0.0
194,0.0,0.9999799999999937,0.0,0.0
195,0.0,0.9999900000000395,0.0,0.0
196,0.0,0.9999799999999937,0.0,0.0
197,0.0,0.9999899999999684,0.0,0.0
198,0.0,0.9999799999999937,0.0,0.0
199,0.0,0.9999900000000395,0.0,0.0
200,0.0,0.9999799999999937,0.0,0.0
201,0.0,0.9999899999999684,0.0,0.0
202,0.0,0.9999799999999937,0.0,0.0
203,0.0,0.9999900000000395,0.0,0.0
204,0.0,0.9999799999999937,0.0,0.0
205,0.0,0.9999899999999684,0.0,0.0
206,0.0,0.9999799999999937,0.0,0.0
207,0.0,0.9999900000000395,0.0,0.0
208,0.0,0.9999799999999937,0.0,0.0
209,0.0,0.9999899999999684,0.0,0.0
210,0.0,0.9999799999999937,0.0,0.0
211,0.0,0.9999900000000395,0.0,0.0
212,0.0,0.9999799999999937,0.0,0.0
213,0.0,0.9999799999999937,0.0,0.0
214,0.0,0.9999899999999684,0.0,0.0
215,0.0,0.9999800000000647,0.0,0.0
216,0.0,0.9999899999999684,0.0,0.0
217,0.0,0.9999799999999937,0.0,0.0
218,0.0,0.9999900000000395,0.0,0.0
219,0.0,0.9999799999999937,0.0,0.0
220,0,0,0,0
